ShortReference,Type(s),Polity,Iconic,HasPatronymic,HasGrandFather,HasTitle,Gender,HasDivider,DividerType,HasBorder,BorderType,Orientation,Shape,Material,Perforated,YahwisticName,YahwisticFather,ElohisticName,ElohisticFather,BelongingMark,FiliationMark
WSS 0699,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
WSS 0700,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,?,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
WSS 0701,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
WSS 0702,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,UNKNOWN,FALSE
WSS 0703,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,UNKNOWN,FALSE
WSS 0704,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Single-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
WSS 0705,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,FALSE,,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
WSS 0706,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
WSS 0707,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,?,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
WSS 0708,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,?,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
WSS 0709,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,FALSE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Ussishkin 2004c: 2138 No. 91,Handle,Judah,UNKNOWN,TRUE,FALSE,FALSE,Male,UNKNOWN,TBD,UNKNOWN,UNKNOWN,Square,,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Seligman 2009. ,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,FALSE,,Borderless?,Borderless?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Barkay and Vaughn 1996, p. 46, no 18, Fig. 22.",Handle,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,TBD,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Koch and Lipschits 2016: 346-347, no 5",Handle,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN,TRUE,TRUE,UNKNOWN
CSSPI Beth Shemesh 226,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Shai et al. 2014: 129–135, Fig. 5, Tafel 14.",Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Koch and Lipschits 2016,Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Single-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Lipschits, O. 2011.",Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Single-line,TRUE,Single-line?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CSSPI Beth Shemesh 217,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Square,Square,Stone,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CSSPI Beth Shemesh 23,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Vertical,Scaraboid,Stone,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
CSSPI Jerusalem 102,Seal,Judah,TRUE,TRUE,FALSE,FALSE,Male,TRUE,Single-line,TRUE,Single-line,Horizontal,Scaraboid,Organic,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
CSSPI Jerusalem 340,Seal,Judah,TRUE,FALSE,FALSE,FALSE,Male,FALSE,,FALSE,,Vertical,Scaraboid,Stone,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 338,Seal,Judah,FALSE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Double-line,Horizontal,Scaraboid,Organic,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
CSSPI Jerusalem 337,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Vertical,scaraboid,Stone,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CSSPI Jerusalem 339,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,Scaraboid,Organic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 125,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,Scaraboid,Stone,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CSSPI Jerusalem 126,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,Bifacial plaque,Metal,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 127,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Female,TRUE,Double-line,TRUE,Double-line,Horizontal,Scaraboid,Stone,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
CSSPI Jerusalem 521,Bulla,Judah,UNKNOWN,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Double-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,UNKNOWN,UNKNOWN
Gadot et al. 2013,Bulla,Judah,FALSE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 341,Seal,Judah,TRUE,FALSE,FALSE,FALSE,Male,TRUE,Single-line,,Single-line,Vertical,scaraboid,Stone,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 342,Seal,Judah,FALSE,TRUE,UNKNOWN,FALSE,Male,UNKNOWN,UNKNOWN,TRUE,Double-line,Horizontal,Scaraboid,Organic,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
"Shukron, E. 2012",Seal,Judah,FALSE,TRUE,TRUE,FALSE,Male,TRUE,Double-line,TRUE,Double-line,Vertical,,,TBD,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,TRUE
CSSPI Jerusalem 290,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,Scaraboid,Stone,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 292,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Double-line,Horizontal,Scaraboid,Organic,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,UNKNOWN
CSSPI Jerusalem 351,Seal,Judah,TRUE,FALSE,FALSE,FALSE,Female,FALSE,,FALSE,,Vertical,Elliptic,Stone,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Faust, A. 2011. ",Bulla,Judah,TRUE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,?,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Lipschits, O. 2011.",Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,Oval,Organic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ben-Ami and Misgav  2016,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Female,TRUE,Rope-pattern ,TRUE,Single-line,Horizontal,Scaraboid?,Stone,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Ben-Ami and Misgav  2016,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Double-line,Horizontal,?,Stone,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Vainstub and Ben-Shlomo 2016,Seal,Judah,TRUE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Vertical,Oval,Stone,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 294,Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,UNKNOWN,FALSE
Ben-Ami and Tchekhanovets 2010: 70-2,Bulla,Judah,?,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Aharoni 1968, pl 11, no. 7",Bulla,Judah,FALSE,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,,FALSE?,Borderless,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,UNKNOWN,UNKNOWN
"Aharoni 1968, pl 11, no. 8",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Aharoni 1968, pl 11, no. 9",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Lotus-bud,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,TRUE
"Aharoni 1968, pl 11, no. 10",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Lotus-bud,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,UNKNOWN,FALSE
"Aharoni 1968, pl 11, no. 11",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Lotus-bud,TRUE,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Aharoni 1968, pl 11, no. 12",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,TBD,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,UNKNOWN
"Aharoni 1968, pl 11, no. 13",Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TBD,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B1",Bulla,Judah,FALSE,TRUE,FALSE,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B3",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,UNKNOWN,FALSE,UNKNOWN,FALSE
"Mazar & Livyatan Ben-Arie 2015, n. B4",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B5",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Lotus-bud,,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,UNKNOWN,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B6",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Male,TRUE,Ladder pattern,UNKNOWN,UNKNOWN,?,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B7",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B8",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B9",Bulla,Judah,FALSE,TRUE,TRUE,FALSE,Male,FALSE,,FALSE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B10",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B11",Bulla,Judah,UNKNOWN,FALSE,FALSE,TRUE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,UNKNOWN,UNKNOWN,TRUE,FALSE
"Mazar & Livyatan Ben-Arie 2015, n. B12",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B13",Bulla,Judah,FALSE,TRUE,UNKNOWN,UNKNOWN,Male,TBD,TBD,TRUE,Double-line,?,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,FALSE
"Mazar & Livyatan Ben-Arie 2015, n. B14",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B15",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Lotus-bud,,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B16",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B17",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TBD,TBD,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B18",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B19",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B20",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Triple-line,,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B21",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B22",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,Male,TBD,TBD,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B23",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B24",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B25",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B26",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B27",Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,Male,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B28",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B29",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B30",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B31",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B32",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B33",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B34",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B35",Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B36",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B37",Bulla,Judah,FALSE,TRUE,TRUE,UNKNOWN,Male,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,UNKNOWN,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B38",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B39",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B40",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B41",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Ladder pattern,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B42",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B43",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar & Livyatan Ben-Arie 2015, n. B44",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE
"Mazar & Livyatan Ben-Arie 2015, n. B45",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
